"rowname";"resHeaders";"Headquarters";"Value.chain";"Website";"Species";"Production.process";"Industry..Applications.";"Industry.subsector.tags";"Investors";"Association.focus";"Founding.year";"Annual.production..wet.weight.";"Start.up.scale.up.";"Investments";"Total.disclosed.investments.since.2020";"Development.stage";"Grants.associated";"Researchers.associated";"Team";"SEO.Slug";"SEO.Index";"fundraising"
393;"Imbambosi";"South Africa";"Farming & harvesting
Applications";"https://imbambosi.com/";"Ulva uncialis
Ecklonia maxima
Porphyra capensis";"Harvesting";"Food";"";"";"";2021;"0 - 10 tonnes";NA;"";"$0";"Research / product development";"";"";"";"imbambosi";"true";"$210,000"
394;"Immersion Group (Seascape Restorations)";"Australia";"Farming & harvesting";"https://seascaperestorations.com.au/";"Asparagopsis armata";"Aquaculture";"Feed";"Livestock methane reduction";"";"";2021;"0 - not started yet";NA;"";"$0";"Pilot / Demonstration";"";"";"Male CEO
Male founded";"immersion-group-seascape-restorations";"true";""
395;"Ina Food Industry";"Japan";"Applications";"https://www.kantenpp.co.jp/";"";"";"Hydrocolloids";"Agar
Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"ina-food-industry";"true";""
396;"Inambak Seaweed Farmers Association";"Philippines";"Farming & harvesting";"";"";"Aquaculture";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"inambak-seaweed-farmers-association";"true";""
397;"Ínclita Seaweed Solutions";"Portugal";"Applications";"http://www.inclitaseaweedsolutions.com/";"";"";"Nutraceuticals
Personal care
Food
Feed";"";"Blue Bio Value
RDI Partners
Fundo Azul";"";2018;"";NA;"";"$0";"Research / product development";"";"";"Mixed founding team";"ínclita-seaweed-solutions";"true";""
398;"Indian Ocean Greens";"Australia";"Farming & harvesting";"http://www.indianoceanseavegetables.com.au/";"";"Aquaculture";"";"";"";"";2019;"0 - not started yet";NA;"";"$0";"Validation / Traction";"";"";"";"indian-ocean-greens";"true";""
399;"Indo Seaweed";"Indonesia";"Applications";"https://www.ingredientsnetwork.com/pt-indo-seaweed-comp249189.html";"E. spinosum
E. cottonii";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"indo-seaweed";"true";""
400;"Indoflora Cipta Mandiri";"Indonesia";"Applications";"https://indofloraseaweed.com/";"";"";"Hydrocolloids";"Carrageenan
Agar";"";"";NA;"";NA;"";"$0";"";"";"";"";"indoflora-cipta-mandiri";"true";""
401;"Indogum (Gumindo Perkasa Industri)";"Indonesia";"Applications";"https://indogum.com/";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"indogum-gumindo-perkasa-industri";"true";""
402;"Indoking Aneka Agar-Agar Industry";"Indonesia";"Applications";"http://indoking.co.id/";"";"";"Hydrocolloids";"Agar";"";"";NA;"";NA;"";"$0";"";"";"";"";"indoking-aneka-agar-agar-industry";"true";""
403;"Indomakmur";"Indonesia";"Applications";"https://www.linkedin.com/company/pt-indomakmur-food-ingredients-manufacturer/about/";"";"";"Hydrocolloids";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"indomakmur";"true";""
404;"Indonesia Seaweed Industry Association (ASTRULI)";"Indonesia";"Multi-stakeholder platform";"https://www.indonesiaseaweed.com/";"";"";"";"";"";"Producers association";NA;"";NA;"";"$0";"";"";"";"";"indonesia-seaweed-industry-association-astruli-";"true";""
405;"Indonusa Algaemas Prima";"Indonesia";"Applications";"http://algaemas.com/";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"indonusa-algaemas-prima";"true";""
406;"Industrial Plankton";"USA";"Infrastructure & equipment";"https://industrialplankton.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"industrial-plankton";"true";""
407;"Ingredients And Gums Corp.";"Philippines";"Applications";"";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"ingredients-and-gums-corp";"true";""
408;"Ingredients Solutions Inc.";"USA";"Applications";"https://www.isi.us.com/";"";"";"Hydrocolloids";"Agar
Alginate
Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"ingredients-solutions-inc";"true";""
409;"Inland Sea";"UK";"Applications";"https://inlandsea.co.uk/";"";"";"Textiles";"";"";"";2017;"";NA;"";"$0";"Validation / Traction";"";"";"";"inland-sea";"true";""
410;"Innovactiv";"Canada";"Applications";"https://innovactiv.com/";"Saccharina longicruris";"";"Nutraceuticals
Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"innovactiv";"true";""
411;"Intellireefs";"USA";"Infrastructure & equipment";"http://www.intellireefs.com/";"";"";"";"";"Ocean Startup Challenge";"";2016;"";NA;"";"$0";"Pilot / Demonstration";"";"";"Female CEO
Mixed founding team";"intellireefs";"true";""
412;"Intermas";"Spain";"Infrastructure & equipment";"https://www.intermas.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"intermas";"true";""
413;"International Blue Cooperative";"Canada";"Multi-stakeholder platform
Distribution";"https://blue-coop.org/";"";"";"";"";"";"Growing the industry";NA;"";NA;"";"$0";"";"";"";"";"international-blue-cooperative";"true";""
414;"International Phycological Society";"USA";"Research
Multi-stakeholder platform";"https://intphycsociety.org/National-Phycological-Societies";"";"";"";"";"";"Research platform";NA;"";NA;"";"$0";"";"";"";"";"international-phycological-society";"true";""
415;"International Seaweed Association";"USA";"Multi-stakeholder platform";"https://isaseaweed.org/";"";"";"";"";"";"Scientific association";NA;"";NA;"";"$0";"";"";"";"";"international-seaweed-association";"true";""
416;"International Society for Applied Phycology";"Netherlands";"Multi-stakeholder platform";"https://www.appliedphycologysoc.org/";"";"";"";"";"";"Scientific association";NA;"";NA;"";"$0";"";"";"";"";"international-society-for-applied-phycology";"true";""
417;"Intertidal Seaweed Company";"USA";"Farming & harvesting";"https://www.intertidalseaweed.com/";"";"Harvesting";"Food";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"intertidal-seaweed-company";"true";""
418;"Inversiones Minive SAC / KAISO PERÚ EIRL";"Peru";"Farming & harvesting";"";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"inversiones-minive-sac-/-kaiso-perú-eirl";"true";""
419;"Investalga";"Spain";"Farming & harvesting
Applications";"https://investalga.com/";"Ulva sp.";"Aquaculture
Land-based";"Pharmaceuticals
Personal care
Food";"";"EIT Climate-KIC";"";2016;"0 - not started yet";NA;"";"$0";"Validation / Traction";"";"";"";"investalga";"true";""
420;"Irish Seaweed Consultancy";"Ireland";"Consulting";"https://irishseaweed.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"$1,772,833";"";"";"irish-seaweed-consultancy";"true";""
421;"Ironbound Island Seaweed";"USA";"Farming & harvesting";"http://www.ironboundisland.com/";"Palmaria sp.
Undaria Pinnatifida
Laminaria digitata
Laminaria longicruris";"Harvesting";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"ironbound-island-seaweed";"true";""
422;"ISDA";"Philippines";"Consulting";"http://isda-phil.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"isda";"true";""
423;"ISE Co (Umilog)";"Japan";"Monitoring tech";"https://www.ise-hp.com/products/umilog/";"";"";"";"";"";"";1985;"";NA;"";"$0";"Pilot / Demonstration";"";"";"Male CEO
Male founded";"ise-co-umilog";"true";""
424;"Ise Masu Co.";"Japan";"Applications";"http://isemasu.com/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"ise-masu-co";"true";""
425;"Island Seaweed";"Ireland";"Farming & harvesting";"https://islandseaweed.com/";"";"Harvesting";"Food";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"island-seaweed";"true";""
426;"Islander Kelp";"UK";"Farming & harvesting";"https://islanderkelp.com/";"Saccharina latissima
Undaria sp.";"Aquaculture";"Food";"";"";"";2015;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"islander-kelp";"true";""
427;"Isle of Skye Seaweeds Co.";"UK";"Farming & harvesting
Applications";"https://www.skyeseaweed.co.uk/";"";"Harvesting";"Personal care";"";"";"";2017;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"isle-of-skye-seaweeds-co";"true";""
428;"Islensk Hollusta";"Iceland";"Farming & harvesting
Applications";"https://islenskhollusta.is/";"Saccharina latissima
Palmaria palmata
Laminaria hyperborea
Vertebrata lanosa";"Harvesting";"Food";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"$58,460";"";"";"islensk-hollusta";"true";""
429;"Íslenska Kalkþörungafélagið ehf.";"Iceland";"Farming & harvesting";"http://iskalk.is/";"Lithothamnium calcareum";"Harvesting";"";"";"";"";2001;"10 000 - 100 000 tonnes";NA;"";"$0";"";"";"";"";"íslenska-kalkþörungafélagið-ehf-";"true";""
430;"IsokomaNori";"Japan";"Applications";"http://www.isokoma.co.jp/1/HP/EN/about.html";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"isokomanori";"true";""
431;"Ito Shoten Co.";"Japan";"Applications";"http://www.kaneshoito.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"ito-shoten-co";"true";""
432;"Japan Kaiso Association";"Japan";"Multi-stakeholder platform";"http://www.japan-seaweed-association.com/";"";"";"";"";"";"Producers association";NA;"";NA;"";"$0";"";"";"";"";"japan-kaiso-association";"true";""
433;"Japan Kombu Association";"Japan";"Multi-stakeholder platform";"https://kombu.or.jp/";"";"";"";"";"";"Producers association";NA;"";NA;"";"$0";"";"";"";"";"japan-kombu-association";"true";""
434;"Japan Spice Co.";"Japan";"Applications";"http://www.japanspice.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"japan-spice-co";"true";""
435;"Japan Wakame Association";"Japan";"Multi-stakeholder platform";"http://www.nippon-wakame.jp/list/index.html";"";"";"";"";"";"Producers association";NA;"";NA;"";"$0";"";"";"";"";"japan-wakame-association";"true";""
436;"Jaringan Sumber Daya";"Indonesia";"Consulting
Distribution";"https://www.jasuda.net/";"";"";"Hydrocolloids";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"jaringan-sumber-daya";"true";""
437;"Java Biocolloid";"Indonesia";"Applications";"http://www.java-biocolloid.com/";"";"";"Hydrocolloids";"Agar";"";"";NA;"";NA;"";"$0";"";"";"";"";"java-biocolloid";"true";""
438;"Jens Møller Products";"Denmark";"Applications";"https://caviart.com/";"";"";"Food";"Seafood substitute";"";"";2013;"";NA;"";"$0";"";"";"";"";"jens-møller-products";"true";""
439;"Jiangsu Laver Association";"China";"Multi-stakeholder platform";"http://www.jslaver.com/";"";"";"";"";"";"Producers association";NA;"";NA;"";"$0";"";"";"";"";"jiangsu-laver-association";"true";""
440;"Jiangsu Riwang Laver Machinery Co., Ltd.";"China";"Applications
Farming & harvesting";"http://www.11984.com/companypage/detail_11472181.html";"Porphyra sp.";"";"Food";"Dried/raw seaweed";"";"";2009;"";NA;"";"$0";"";"";"";"";"jiangsu-riwang-laver-machinery-co-ltd";"true";""
441;"Jiangsu Ruida Ocean Food Co., Ltd";"China";"Applications
Farming & harvesting";"https://www.dfhr.com/company/912.htm";"Porphyra sp.";"Aquaculture";"Food";"Dried/raw seaweed";"";"";2005;"";NA;"";"$0";"";"";"";"";"jiangsu-ruida-ocean-food-co-ltd";"true";""
442;"Jiangsu Ruixue Ocean Technology Co., Ltd.";"China";"Farming & harvesting
Applications
Infrastructure & equipment";"http://yuhedao.com/EN/index.aspx";"Porphyra yezoensis";"";"Food";"Dried/raw seaweed
Snacks and seasoning";"";"";NA;"";NA;"";"$0";"";"";"";"";"jiangsu-ruixue-ocean-technology-co-ltd";"true";""
443;"Jiangsu Zhongda Biotechnology Group Co., Ltd";"China";"Applications
Farming & harvesting";"http://www.zhongdaseaweed.com/home.html";"Saccharina sp.";"";"Food
Hydrocolloids";"Alginate";"";"";1969;"";NA;"";"$0";"";"";"";"";"jiangsu-zhongda-biotechnology-group-co-ltd";"true";""
444;"Jinghai Group (Rongcheng Jinhaifeng Aquatic Food Co.)";"China";"Applications";"http://en.jinghaijituan.com/";"Undaria sp.";"Aquaculture";"Food";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"jinghai-group-rongcheng-jinhaifeng-aquatic-food-co";"true";""
445;"Jinhyun Co.";"South Korea";"Applications";"http://www.fresiweed.com/";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"jinhyun-co";"true";""
446;"Jinjiang Wangyuan Food Co.";"China";"Farming & harvesting
Applications";"http://www.xn--4b0a00l.xn--fiqs8s/";"Porphyra yezoensis";"";"Food";"Dried/raw seaweed";"";"";2003;"";NA;"";"$0";"";"";"";"";"jinjiang-wangyuan-food-co";"true";""
447;"JK Food";"South Korea";"Applications";"https://www.jobkorea.co.kr/company/46379715";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"jk-food";"true";""
448;"John Craig Sanderson (SAMEC)";"Australia";"Consulting";"https://www.linkedin.com/in/john-craig-sanderson-bbb1aa43/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"john-craig-sanderson-samec";"true";""
449;"Jungwoo Trading";"South Korea";"Applications";"https://www.jobkorea.co.kr/company/43288094";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"jungwoo-trading";"true";""
450;"Jurassic Sea Farms";"UK";"Farming & harvesting";"https://www.jurassicseafarms.co.uk/";"";"Aquaculture
IMTA";"";"";"";"";2014;"";NA;"";"$0";"";"";"";"";"jurassic-sea-farms";"true";""
451;"K-Food";"South Korea";"Applications";"http://www.kfd.kr/";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"k-food";"true";""
452;"Kachemak Bay Seaweed Hub / Regeneration North";"USA";"Processing / Biorefinery";"https://www.regenerationnorth.org/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"kachemak-bay-seaweed-hub-/-regeneration-north";"true";""
453;"KaiHo Ocean Treasure";"Australia";"Farming & harvesting";"http://oceantreasure.com.au/";"Undaria sp.";"Harvesting";"Food";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"kaiho-ocean-treasure";"true";""
454;"Kaly";"UK";"Farming & harvesting";"https://www.kaly.eco/";"";"Aquaculture";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"kaly";"true";""
455;"Kaneryo Seaweed Co";"Japan";"Applications";"https://www.kaneryo.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"kaneryo-seaweed-co";"true";""
456;"Kaneu Foods Co.";"Japan";"Applications";"https://www.kaneufoods.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"kaneu-foods-co";"true";""
457;"Kappa Carrageenan Nusantara";"Indonesia";"Applications";"http://kcn-nusantara.com/";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"kappa-carrageenan-nusantara";"true";""
458;"Karagen Indonesia";"Indonesia";"Applications";"https://www.karagenindonesia.com/";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"karagen-indonesia";"true";""
459;"Kasanyangan Seaweed Planters Association";"Philippines";"Farming & harvesting";"";"";"Aquaculture";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"kasanyangan-seaweed-planters-association";"true";""
460;"Kattegat Seaweed";"Denmark";"Farming & harvesting";"https://kattegatseaweed.wordpress.com/";"";"Aquaculture
Offshore";"";"";"";"";2016;"0 - not started yet";NA;"";"$0";"";"";"";"";"kattegat-seaweed";"true";""
461;"Kauai Sea Farm";"USA";"Farming & harvesting";"https://kauaiseafarm.com/";"";"Aquaculture
Land-based";"Food";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"kauai-sea-farm";"true";""
462;"Kawamura Co.";"Japan";"Applications";"https://www.kawamura-2114.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"kawamura-co";"true";""
463;"Kawashu";"Japan";"Applications";"http://kawashu.com/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"kawashu";"true";""
464;"Kee Farms";"Jamaica";"Farming & harvesting
Distribution";"https://keefarms.com/";"";"Aquaculture";"";"";"Seaworthy Collective";"";2020;"0 - not started yet";NA;"";"$0";"Research / product development";"";"";"Male CEO";"kee-farms";"true";""
465;"Keihin Seaweed Co.,";"Japan";"Applications";"https://keihin-kaisou.com/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"keihin-seaweed-co";"true";""
466;"Kelp Agri Products";"Australia";"Farming & harvesting
Applications";"http://kelpagriproducts.com.au/";"";"Harvesting";"Plant & soil nutrition";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"kelp-agri-products";"true";""
467;"Kelp Blue";"Netherlands";"Farming & harvesting";"http://kelp.blue/";"Macrocystis pyrifera";"Aquaculture
Offshore";"";"";"Climate Fund Managers
Namibia Infrastructure Development and Investment Fund";"";2020;"0 - not started yet";NA;"$60,000,000
$2,000,000";"$62,000,000";"Pilot / Demonstration";"";"";"Mixed founding team
Male CEO";"kelp-blue";"true";""
468;"Kelp Ecosystem Ecology Network";"";"Multi-stakeholder platform";"http://www.kelpecosystems.org/";"";"";"";"";"";"Scientific association";NA;"";NA;"";"$0";"";"";"";"";"kelp-ecosystem-ecology-network";"true";""
469;"Kelp Forest Foundation";"Netherlands";"Research
Conservation & restoration";"http://kelpforestfoundation.org/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"$792,712
Unnamed record";"";"";"kelp-forest-foundation";"true";""
470;"Kelp Industries";"Australia";"Farming & harvesting
Applications";"http://www.kelpind.com.au/";"Durvillaea potatorum";"Harvesting";"Plant & soil nutrition";"";"";"";NA;"10 000 - 100 000 tonnes";NA;"";"$0";"";"";"";"";"kelp-industries";"true";""
471;"Kelp Products International (Kelpak)";"South Africa";"Farming & harvesting
Applications";"https://www.kelpak.com/";"";"Harvesting";"Plant & soil nutrition";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"kelp-products-international-kelpak";"true";""
472;"KelpCrofting";"UK";"Farming & harvesting";"https://www.kelpcrofting.com/";"";"Aquaculture
IMTA";"";"";"";"";2020;"10 - 100 tonnes";NA;"";"$0";"";"$908,000";"";"";"kelpcrofting";"true";""
473;"Kelpful";"USA";"Farming & harvesting";"https://kelpful.com/";"";"Harvesting
Aquaculture";"Food";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"kelpful";"true";""
474;"Kelpi";"UK";"Applications";"https://www.kelpi.net/";"";"";"Bioplastics";"";"Bristol Private Equity Club (BPEC)";"";2020;"";NA;"$433,408";"$433,408";"Research / product development";"";"";"Male CEO
Male founded";"kelpi";"true";""
475;"Kelpinor";"Norway";"Farming & harvesting";"https://www.kelpinor.no/";"Saccharina latissima
Alaria esculenta";"Aquaculture";"";"";"";"";2022;"0 - not started yet";NA;"";"$0";"Research / product development";"";"";"";"kelpinor";"true";""
476;"Kelpn";"New Zealand";"Applications";"https://www.kelpn.com/";"";"";"Bioplastics";"";"";"";2019;"";NA;"";"$0";"Research / product development";"";"";"";"kelpn";"true";""
477;"Kelpomix";"Australia";"Farming & harvesting
Applications";"http://www.kelpomixtasmania.com.au/";"Durvillaea potatorum";"Harvesting";"Plant & soil nutrition";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"kelpomix";"true";""
478;"Kelpring";"UK";"Infrastructure & equipment";"https://www.kelpring.com/";"";"";"";"";"";"";2019;"";NA;"";"$0";"Validation / Traction";"$169,308";"";"Male CEO
Male founded";"kelpring";"true";""
479;"Kelpy";"Australia";"Applications";"https://www.kelpy.com.au/";"";"";"Bioplastics";"";"EIT Climate-KIC";"";2021;"";NA;"";"$0";"Research / product development";"";"";"Female CEO
Female founded";"kelpy";"true";""
480;"Kelpy Canada";"Canada";"Applications";"https://kelpy.ca/";"";"";"Plant & soil nutrition";"";"";"";2021;"";NA;"";"$0";"";"";"";"";"kelpy-canada";"true";""
481;"Kelson";"USA";"Consulting
Infrastructure & equipment";"https://www.kelsonmarine.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"kelson";"true";""
482;"Kibuyuni Seaweed Farmers";"Kenya";"Farming & harvesting";"";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"kibuyuni-seaweed-farmers";"true";""
483;"Kieler Meeresfarm";"Germany";"Farming & harvesting";"https://www.kieler-meeresfarm.de/";"Saccharina latissima";"Aquaculture";"";"";"";"";2014;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"kieler-meeresfarm";"true";""
484;"Kikkoman Biochemifa";"Japan";"Applications";"https://biochemifa.kikkoman.co.jp/e/company/enkaku/";"";"";"Hydrocolloids";"Alginate";"";"";NA;"";NA;"";"$0";"";"";"";"";"kikkoman-biochemifa";"true";""
485;"Kimica";"Japan";"Applications
Farming & harvesting";"https://kimica-algin.com/";"";"";"Hydrocolloids";"Alginate";"";"";NA;"";NA;"";"$0";"";"";"";"";"kimica";"true";""
486;"Kimura Nori";"Japan";"Applications";"https://www.kimuranori.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"kimura-nori";"true";""
487;"King-Hope Co, Ltd";"China";"Applications";"http://www.lygzdhz.com/";"";"";"Hydrocolloids";"Alginate";"";"";2002;"";NA;"";"$0";"";"";"";"";"king-hope-co-ltd";"true";""
