"","rowname","resHeaders","Headquarters","Value.chain","Website","Species","Production.process","Industry..Applications.","Industry.subsector.tags","Investors","Association.focus","Founding year","Annual production (wet weight)","Start-up/scale-up?","Investments","Total disclosed investments since 2020","Development stage","Grants associated","Researchers associated","Team","SEO:Slug","SEO:Index"
"410",410,"Innovactiv","Canada","Applications","https://innovactiv.com/","Saccharina longicruris","","Nutraceuticals
Personal care","","","","","","","","$0","","","","","innovactiv","true"
"411",411,"Intellireefs","USA","Infrastructure & equipment","http://www.intellireefs.com/","","","","","Ocean Startup Challenge","","2016","","","","$0","Pilot / Demonstration","","","Female CEO
Mixed founding team","intellireefs","true"
"412",412,"Intermas","Spain","Infrastructure & equipment","https://www.intermas.com/","","","","","","","","","","","$0","","","","","intermas","true"
"413",413,"International Blue Cooperative","Canada","Multi-stakeholder platform
Distribution","https://blue-coop.org/","","","","","","Growing the industry","","","","","$0","","","","","international-blue-cooperative","true"
"414",414,"International Phycological Society","USA","Research
Multi-stakeholder platform","https://intphycsociety.org/National-Phycological-Societies","","","","","","Research platform","","","","","$0","","","","","international-phycological-society","true"
"415",415,"International Seaweed Association","USA","Multi-stakeholder platform","https://isaseaweed.org/","","","","","","Scientific association","","","","","$0","","","","","international-seaweed-association","true"
"416",416,"International Society for Applied Phycology","Netherlands","Multi-stakeholder platform","https://www.appliedphycologysoc.org/","","","","","","Scientific association","","","","","$0","","","","","international-society-for-applied-phycology","true"
"417",417,"Intertidal Seaweed Company","USA","Farming & harvesting","https://www.intertidalseaweed.com/","","Harvesting","Food","","","","","0 - 10 tonnes","","","$0","","","","","intertidal-seaweed-company","true"
"418",418,"Inversiones Minive SAC / KAISO PERÚ EIRL","Peru","Farming & harvesting","","","","","","","","","","","","$0","","","","","inversiones-minive-sac-/-kaiso-perú-eirl","true"
"419",419,"Investalga","Spain","Farming & harvesting
Applications","https://investalga.com/","Ulva sp.","Aquaculture
Land-based","Pharmaceuticals
Personal care
Food","","EIT Climate-KIC","","2016","0 - not started yet","","","$0","Validation / Traction","","","","investalga","true"
"420",420,"Irish Seaweed Consultancy","Ireland","Consulting","https://irishseaweed.com/","","","","","","","","","","","$0","","$1,772,833","","","irish-seaweed-consultancy","true"
"421",421,"Ironbound Island Seaweed","USA","Farming & harvesting","http://www.ironboundisland.com/","Palmaria sp.
Undaria Pinnatifida
Laminaria digitata
Laminaria longicruris","Harvesting","Food","Dried/raw seaweed","","","","","","","$0","","","","","ironbound-island-seaweed","true"
"422",422,"ISDA","Philippines","Consulting","http://isda-phil.com/","","","","","","","","","","","$0","","","","","isda","true"
"423",423,"ISE Co (Umilog)","Japan","Monitoring tech","https://www.ise-hp.com/products/umilog/","","","","","","","1985","","","","$0","Pilot / Demonstration","","","Male CEO
Male founded","ise-co-umilog","true"
"424",424,"Ise Masu Co.","Japan","Applications","http://isemasu.com/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","ise-masu-co","true"
"425",425,"Island Seaweed","Ireland","Farming & harvesting","https://islandseaweed.com/","","Harvesting","Food","","","","","","","","$0","","","","","island-seaweed","true"
"426",426,"Islander Kelp","UK","Farming & harvesting","https://islanderkelp.com/","Saccharina latissima
Undaria sp.","Aquaculture","Food","","","","2015","10 - 100 tonnes","","","$0","","","","","islander-kelp","true"
"427",427,"Isle of Skye Seaweeds Co.","UK","Farming & harvesting
Applications","https://www.skyeseaweed.co.uk/","","Harvesting","Personal care","","","","2017","0 - 10 tonnes","","","$0","","","","","isle-of-skye-seaweeds-co","true"
"428",428,"Islensk Hollusta","Iceland","Farming & harvesting
Applications","https://islenskhollusta.is/","Saccharina latissima
Palmaria palmata
Laminaria hyperborea
Vertebrata lanosa","Harvesting","Food","","","","","0 - 10 tonnes","","","$0","","$58,460","","","islensk-hollusta","true"
"429",429,"Íslenska Kalkþörungafélagið ehf.","Iceland","Farming & harvesting","http://iskalk.is/","Lithothamnium calcareum","Harvesting","","","","","2001","10 000 - 100 000 tonnes","","","$0","","","","","íslenska-kalkþörungafélagið-ehf-","true"
"430",430,"IsokomaNori","Japan","Applications","http://www.isokoma.co.jp/1/HP/EN/about.html","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","isokomanori","true"
"431",431,"Ito Shoten Co.","Japan","Applications","http://www.kaneshoito.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","ito-shoten-co","true"
"432",432,"Japan Kaiso Association","Japan","Multi-stakeholder platform","http://www.japan-seaweed-association.com/","","","","","","Producers association","","","","","$0","","","","","japan-kaiso-association","true"
"433",433,"Japan Kombu Association","Japan","Multi-stakeholder platform","https://kombu.or.jp/","","","","","","Producers association","","","","","$0","","","","","japan-kombu-association","true"
"434",434,"Japan Spice Co.","Japan","Applications","http://www.japanspice.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","japan-spice-co","true"
"435",435,"Japan Wakame Association","Japan","Multi-stakeholder platform","http://www.nippon-wakame.jp/list/index.html","","","","","","Producers association","","","","","$0","","","","","japan-wakame-association","true"
"436",436,"Jaringan Sumber Daya","Indonesia","Consulting
Distribution","https://www.jasuda.net/","","","Hydrocolloids","","","","","","","","$0","","","","","jaringan-sumber-daya","true"
"437",437,"Java Biocolloid","Indonesia","Applications","http://www.java-biocolloid.com/","","","Hydrocolloids","Agar","","","","","","","$0","","","","","java-biocolloid","true"
"438",438,"Jens Møller Products","Denmark","Applications","https://caviart.com/","","","Food","Seafood substitute","","","2013","","","","$0","","","","","jens-møller-products","true"
"439",439,"Jiangsu Laver Association","China","Multi-stakeholder platform","http://www.jslaver.com/","","","","","","Producers association","","","","","$0","","","","","jiangsu-laver-association","true"
"440",440,"Jiangsu Riwang Laver Machinery Co., Ltd.","China","Applications
Farming & harvesting","http://www.11984.com/companypage/detail_11472181.html","Porphyra sp.","","Food","Dried/raw seaweed","","","2009","","","","$0","","","","","jiangsu-riwang-laver-machinery-co-ltd","true"
"441",441,"Jiangsu Ruida Ocean Food Co., Ltd","China","Applications
Farming & harvesting","https://www.dfhr.com/company/912.htm","Porphyra sp.","Aquaculture","Food","Dried/raw seaweed","","","2005","","","","$0","","","","","jiangsu-ruida-ocean-food-co-ltd","true"
"442",442,"Jiangsu Ruixue Ocean Technology Co., Ltd.","China","Farming & harvesting
Applications
Infrastructure & equipment","http://yuhedao.com/EN/index.aspx","Porphyra yezoensis","","Food","Dried/raw seaweed
Snacks and seasoning","","","","","","","$0","","","","","jiangsu-ruixue-ocean-technology-co-ltd","true"
"443",443,"Jiangsu Zhongda Biotechnology Group Co., Ltd","China","Applications
Farming & harvesting","http://www.zhongdaseaweed.com/home.html","Saccharina sp.","","Food
Hydrocolloids","Alginate","","","1969","","","","$0","","","","","jiangsu-zhongda-biotechnology-group-co-ltd","true"
"444",444,"Jinghai Group (Rongcheng Jinhaifeng Aquatic Food Co.)","China","Applications","http://en.jinghaijituan.com/","Undaria sp.","Aquaculture","Food","","","","","","","","$0","","","","","jinghai-group-rongcheng-jinhaifeng-aquatic-food-co","true"
"445",445,"Jinhyun Co.","South Korea","Applications","http://www.fresiweed.com/","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","jinhyun-co","true"
"446",446,"Jinjiang Wangyuan Food Co.","China","Farming & harvesting
Applications","http://www.xn--4b0a00l.xn--fiqs8s/","Porphyra yezoensis","","Food","Dried/raw seaweed","","","2003","","","","$0","","","","","jinjiang-wangyuan-food-co","true"
"447",447,"JK Food","South Korea","Applications","https://www.jobkorea.co.kr/company/46379715","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","jk-food","true"
"448",448,"John Craig Sanderson (SAMEC)","Australia","Consulting","https://www.linkedin.com/in/john-craig-sanderson-bbb1aa43/","","","","","","","","","","","$0","","","","","john-craig-sanderson-samec","true"
"449",449,"Jungwoo Trading","South Korea","Applications","https://www.jobkorea.co.kr/company/43288094","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","jungwoo-trading","true"
"450",450,"Jurassic Sea Farms","UK","Farming & harvesting","https://www.jurassicseafarms.co.uk/","","Aquaculture
IMTA","","","","","2014","","","","$0","","","","","jurassic-sea-farms","true"
"451",451,"K-Food","South Korea","Applications","http://www.kfd.kr/","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","k-food","true"
"452",452,"Kachemak Bay Seaweed Hub / Regeneration North","USA","Processing / Biorefinery","https://www.regenerationnorth.org/","","","","","","","","","","","$0","","","","","kachemak-bay-seaweed-hub-/-regeneration-north","true"
"453",453,"KaiHo Ocean Treasure","Australia","Farming & harvesting","http://oceantreasure.com.au/","Undaria sp.","Harvesting","Food","","","","","0 - 10 tonnes","","","$0","","","","","kaiho-ocean-treasure","true"
"454",454,"Kaly","UK","Farming & harvesting","https://www.kaly.eco/","","Aquaculture","","","","","","","","","$0","","","","","kaly","true"
"455",455,"Kaneryo Seaweed Co","Japan","Applications","https://www.kaneryo.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","kaneryo-seaweed-co","true"
"456",456,"Kaneu Foods Co.","Japan","Applications","https://www.kaneufoods.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","kaneu-foods-co","true"
"457",457,"Kappa Carrageenan Nusantara","Indonesia","Applications","http://kcn-nusantara.com/","","","Hydrocolloids","Carrageenan","","","","","","","$0","","","","","kappa-carrageenan-nusantara","true"
"458",458,"Karagen Indonesia","Indonesia","Applications","https://www.karagenindonesia.com/","","","Hydrocolloids","Carrageenan","","","","","","","$0","","","","","karagen-indonesia","true"
"459",459,"Kasanyangan Seaweed Planters Association","Philippines","Farming & harvesting","","","Aquaculture","","","","","","","","","$0","","","","","kasanyangan-seaweed-planters-association","true"
"460",460,"Kattegat Seaweed","Denmark","Farming & harvesting","https://kattegatseaweed.wordpress.com/","","Aquaculture
Offshore","","","","","2016","0 - not started yet","","","$0","","","","","kattegat-seaweed","true"
"461",461,"Kauai Sea Farm","USA","Farming & harvesting","https://kauaiseafarm.com/","","Aquaculture
Land-based","Food","","","","","","","","$0","","","","","kauai-sea-farm","true"
"462",462,"Kawamura Co.","Japan","Applications","https://www.kawamura-2114.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","kawamura-co","true"
"463",463,"Kawashu","Japan","Applications","http://kawashu.com/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","kawashu","true"
"464",464,"Kee Farms","Jamaica","Farming & harvesting
Distribution","https://keefarms.com/","","Aquaculture","","","Seaworthy Collective","","2020","0 - not started yet","","","$0","Research / product development","","","Male CEO","kee-farms","true"
"465",465,"Keihin Seaweed Co.,","Japan","Applications","https://keihin-kaisou.com/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","keihin-seaweed-co","true"
"466",466,"Kelp Agri Products","Australia","Farming & harvesting
Applications","http://kelpagriproducts.com.au/","","Harvesting","Plant & soil nutrition","","","","","","","","$0","","","","","kelp-agri-products","true"
"467",467,"Kelp Blue","Netherlands","Farming & harvesting","http://kelp.blue/","Macrocystis pyrifera","Aquaculture
Offshore","","","Climate Fund Managers
Namibia Infrastructure Development and Investment Fund","","2020","0 - not started yet","","$60,000,000
$2,000,000","$62,000,000","Pilot / Demonstration","","","Mixed founding team
Male CEO","kelp-blue","true"
"468",468,"Kelp Ecosystem Ecology Network","","Multi-stakeholder platform","http://www.kelpecosystems.org/","","","","","","Scientific association","","","","","$0","","","","","kelp-ecosystem-ecology-network","true"
"469",469,"Kelp Forest Foundation","Netherlands","Research
Conservation & restoration","http://kelpforestfoundation.org/","","","","","","","","","","","$0","","$792,712
Unnamed record","","","kelp-forest-foundation","true"
"470",470,"Kelp Industries","Australia","Farming & harvesting
Applications","http://www.kelpind.com.au/","Durvillaea potatorum","Harvesting","Plant & soil nutrition","","","","","10 000 - 100 000 tonnes","","","$0","","","","","kelp-industries","true"
"471",471,"Kelp Products International (Kelpak)","South Africa","Farming & harvesting
Applications","https://www.kelpak.com/","","Harvesting","Plant & soil nutrition","","","","","","","","$0","","","","","kelp-products-international-kelpak","true"
"472",472,"KelpCrofting","UK","Farming & harvesting","https://www.kelpcrofting.com/","","Aquaculture
IMTA","","","","","2020","10 - 100 tonnes","","","$0","","$908,000","","","kelpcrofting","true"
"473",473,"Kelpful","USA","Farming & harvesting","https://kelpful.com/","","Harvesting
Aquaculture","Food","","","","","0 - 10 tonnes","","","$0","","","","","kelpful","true"
"474",474,"Kelpi","UK","Applications","https://www.kelpi.net/","","","Bioplastics","","Bristol Private Equity Club (BPEC)","","2020","","","$433,408","$433,408","Research / product development","","","Male CEO
Male founded","kelpi","true"
"475",475,"Kelpinor","Norway","Farming & harvesting","https://www.kelpinor.no/","Saccharina latissima
Alaria esculenta","Aquaculture","","","","","2022","0 - not started yet","","","$0","Research / product development","","","","kelpinor","true"
